,channel,watch_time,stream_time,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language
563,ImSoFresh,300475596.0,214648.0,5184.0,1442.0,101388.0,51377.0,3922648.0,True,False,French
564,BeBePtv,220464807.0,121975.0,13124.0,1581.0,60403.0,23518.0,83991149.0,True,False,Russian
565,TrilluXe,215170032.0,79405.0,31152.0,1728.0,406042.0,97681.0,8219574.0,True,False,German
566,landonorris,215425254.0,31443.0,102597.0,5713.0,510043.0,495163.0,13474338.0,True,False,English
567,LotharHS,250921878.0,208129.0,13053.0,787.0,266939.0,132628.0,8239961.0,True,False,Polish
568,ElcanaldeJoaco,235243805.0,24092.0,39719.0,10092.0,851054.0,817035.0,5199811.0,True,True,Spanish
569,CzechCloud,234589302.0,158696.0,10470.0,848.0,157398.0,102264.0,10008341.0,True,False,Czech
570,chess24,243799701.0,82189.0,28807.0,1614.0,57775.0,47675.0,21658921.0,True,False,English
571,TheNo1Alex,231624147.0,205648.0,7613.0,1144.0,152478.0,30104.0,7821182.0,True,False,English
572,Crystal_LoL,236298675.0,149866.0,8693.0,1456.0,175831.0,99555.0,5600314.0,True,False,Turkish
573,WeAreTheVR,,,,,,,,True,True,Hungarian
574,AdzTV,233116831.0,154545.0,10370.0,1395.0,476062.0,188814.0,4738007.0,True,False,French
575,IrmanPlay,240118468.0,44941.0,14576.0,2900.0,204924.0,238819.0,3487093.0,False,False,Russian
576,Tomato,239938248.0,84508.0,5104.0,2466.0,85144.0,31960.0,2255201.0,True,True,English
577,쫀득이_ (pjs9073),215335389.0,87079.0,17192.0,2750.0,245392.0,157928.0,6505451.0,True,False,Korean
578,runitup247,234198520.0,553151.0,1339.0,543.0,92867.0,26255.0,2501432.0,True,False,English
579,NeZaK_,213245982.0,146315.0,6465.0,1461.0,282068.0,178147.0,3625925.0,True,False,Italian
580,피닉스박1 (xkwhd),217604545.0,185769.0,9819.0,959.0,156485.0,53422.0,5040337.0,True,False,Korean
581,skill4ltu,217812574.0,159039.0,3451.0,1580.0,121890.0,35260.0,6077291.0,True,True,English
582,ilMasseo,223601229.0,110697.0,10117.0,2659.0,695339.0,439357.0,5614421.0,True,False,Italian
583,Worrun_,,,,,,,,True,True,English
584,brax,,,,,,,,True,False,English
585,rewinside,207431058.0,62788.0,22045.0,4747.0,955803.0,351034.0,5510002.0,True,False,German
586,금사향 (sah_yang),247086875.0,125540.0,7061.0,1608.0,222652.0,121844.0,8400310.0,True,False,Korean
587,HAchubby,245968911.0,77260.0,12327.0,2134.0,176133.0,129020.0,5114781.0,True,False,English
588,Recrent,205121628.0,135016.0,5236.0,1958.0,184953.0,114872.0,9771137.0,True,False,Russian
589,iLame,208114362.0,207462.0,3544.0,877.0,234730.0,56278.0,11113718.0,True,True,Russian
590,ixxYjYxxi,230257272.0,44168.0,10553.0,6052.0,792861.0,412568.0,2465261.0,True,False,Arabic
591,Wingsofdeath,215556612.0,159033.0,6035.0,1342.0,430090.0,6393.0,2613331.0,True,False,English
592,mang0,224814970.0,162743.0,25626.0,1273.0,389178.0,55941.0,3500955.0,True,True,English
593,Kamikatze,233572358.0,131062.0,7596.0,1407.0,103433.0,39778.0,6312215.0,True,False,German
594,Philza,213440032.0,63504.0,25665.0,2696.0,514332.0,286339.0,6114300.0,True,False,English
595,Kurumx,206711396.0,159709.0,16293.0,1568.0,46786.0,45044.0,2631911.0,True,False,English
596,Pieface23,208515158.0,102036.0,13212.0,2264.0,284805.0,136230.0,2208320.0,True,False,English
597,CurtisRyan,225842644.0,192524.0,7112.0,1252.0,64201.0,33671.0,3913196.0,True,True,English
598,CalebDMTG,235718230.0,148821.0,3978.0,1403.0,74894.0,8431.0,1648843.0,True,False,English
599,MarkiLokurasY,232982216.0,75138.0,22804.0,2923.0,879064.0,429040.0,7407707.0,True,False,Spanish
600,JLBichouu,251934155.0,115501.0,16880.0,2552.0,171612.0,170675.0,4514399.0,True,False,French
601,나나양 (nanayango3o),221256133.0,146499.0,7912.0,1837.0,164202.0,42870.0,5202446.0,True,False,Korean
602,DavyJones,221384559.0,52636.0,46479.0,3132.0,973680.0,449338.0,12758281.0,True,False,Portuguese
603,Fairlight_Excalibur,,,,,,,,True,False,English
604,PG_Esports,222399242.0,113058.0,20697.0,1830.0,107450.0,35414.0,17259624.0,True,False,Italian
605,StreamerHouse,,,,,,,,True,False,English
606,Peereira7,226640833.0,159221.0,10931.0,1121.0,368407.0,385159.0,6700620.0,True,True,Spanish
607,Twitch,235244489.0,14286.0,114679.0,7031.0,1566291.0,183618.0,46547172.0,True,False,English
608,Sev7n,198007796.0,185820.0,39176.0,1140.0,512833.0,167127.0,8496084.0,True,False,Portuguese
609,Wardiii,200672683.0,105432.0,10431.0,1289.0,84785.0,34945.0,4795023.0,True,False,English
610,자동 (tranth),206050530.0,169522.0,3751.0,1518.0,86548.0,10573.0,5491506.0,True,False,Korean
611,Kubon_,223246519.0,152217.0,8151.0,1042.0,319524.0,24622.0,6502763.0,True,False,Polish
612,KarasMai,221797755.0,143253.0,7681.0,1147.0,305438.0,119239.0,4005697.0,True,False,English
613,Sloot,205127817.0,222523.0,20756.0,1060.0,199561.0,22577.0,5521712.0,True,False,English
614,LPMassive,201703534.0,89235.0,19756.0,2310.0,224642.0,24790.0,2743288.0,True,False,German
615,羅傑 (roger9527),241271500.0,35753.0,14771.0,5214.0,136661.0,21204.0,4398934.0,True,False,Chinese
616,ChicaLive,247949596.0,127553.0,15658.0,2472.0,1188266.0,640049.0,3438991.0,True,False,English
617,도현_ (d_obby),,,,,,,,True,False,Korean
618,Valkia,224255474.0,108504.0,19310.0,1133.0,304643.0,129148.0,8469754.0,True,False,English
619,caps,225237432.0,19937.0,19584.0,7281.0,420316.0,281301.0,6459888.0,True,False,English
620,龜狗 (gueigotv),200635904.0,137940.0,10532.0,1086.0,188014.0,24241.0,7005452.0,True,True,Chinese
621,Alfie,210012903.0,211875.0,18444.0,893.0,146820.0,40667.0,4245929.0,True,False,English
622,NiceWigg,213794397.0,136799.0,10788.0,1540.0,224976.0,117529.0,3100068.0,True,False,English
623,zEkO,211794657.0,49387.0,19756.0,5074.0,856277.0,333881.0,5816807.0,True,True,Spanish
624,x6FlipiN,230084228.0,70694.0,18977.0,2525.0,328254.0,206478.0,6505063.0,True,True,Spanish
625,JASONR,220638401.0,248653.0,33037.0,950.0,611239.0,111436.0,6261772.0,True,False,English
626,Dhalucard,,,,,,,,True,False,German
627,duckmanzch,214014719.0,150452.0,17726.0,1673.0,132181.0,65957.0,9324572.0,True,False,Thai
628,MrBboy45,209057653.0,121580.0,11128.0,1631.0,285576.0,44762.0,8776057.0,True,False,French
629,인간젤리 (ses836),234877663.0,159576.0,9166.0,1230.0,102330.0,24764.0,6086374.0,True,False,Korean
630,AladdinTV,,,,,,,,True,False,German
631,miniminter,194952613.0,53770.0,22597.0,4600.0,985808.0,583355.0,18333743.0,True,False,English
632,ClintStevens,220637419.0,47734.0,11158.0,4505.0,394293.0,118794.0,2391366.0,True,False,English
633,NoctisAK47,225076995.0,189206.0,8799.0,836.0,85546.0,43183.0,6590625.0,True,True,Thai
634,Daxak,,,,,,,,True,False,Russian
635,ThaldrinLol,241971380.0,117133.0,12957.0,1675.0,507566.0,107489.0,8008950.0,True,False,Turkish
636,olyashaa,230543888.0,79407.0,7903.0,1973.0,545231.0,132947.0,15325359.0,True,False,Russian
637,Jay3,190702385.0,168321.0,6715.0,703.0,189831.0,93002.0,4336463.0,True,False,English
638,SovietWomble,189709095.0,75953.0,10513.0,3121.0,1140188.0,183189.0,6080495.0,True,True,English
639,GodHunt,229754885.0,119046.0,17168.0,1648.0,213933.0,25169.0,8479462.0,True,False,Russian
640,Everyeyeit,195151482.0,143270.0,17052.0,1095.0,77963.0,41442.0,52551704.0,True,False,Italian
641,Speedrun,195979676.0,529830.0,16519.0,384.0,84000.0,44383.0,17276829.0,True,False,English
642,iamSometimes,190491563.0,123899.0,29687.0,2195.0,208451.0,79125.0,4914382.0,True,False,Thai
643,Broeki1,207694387.0,149814.0,15777.0,1525.0,134264.0,25348.0,5427754.0,True,True,German
644,hexy,219687180.0,105826.0,13544.0,2442.0,368941.0,22769.0,3957284.0,True,False,English
645,Etoiles,,,,,,,,True,False,French
646,xChocoBars,,,,,,,,True,False,English
647,GN_GG,196819937.0,112967.0,5660.0,1563.0,106510.0,14162.0,3848122.0,True,False,Russian
648,SheriffEli,,,,,,,,True,True,English
649,iateyourpie,,,,,,,,True,False,English
650,KYR_SP33DY,,,,,,,,True,False,English
651,armateam,203633206.0,487481.0,2688.0,508.0,193293.0,9226.0,3875610.0,True,False,French
652,JeelTV,215110690.0,107099.0,8028.0,1797.0,362607.0,301630.0,7256725.0,True,False,French
653,Pengu,192120787.0,77654.0,7517.0,2175.0,680492.0,236333.0,6931515.0,True,True,English
654,태준이 (dlxowns45),211273877.0,92280.0,9112.0,1212.0,400354.0,97102.0,5894475.0,True,False,Korean
655,gabepeixe,,,,,,,,True,True,Portuguese
656,TSM_TheOddOne,195935927.0,227119.0,4145.0,917.0,607007.0,-16264.0,7152848.0,True,False,English
657,luke4316live,201967170.0,338186.0,2308.0,532.0,179096.0,40808.0,6060041.0,True,False,Italian
658,VGBootCamp,182481967.0,84968.0,96359.0,1405.0,376593.0,21230.0,5741836.0,True,False,English
659,CapcomFighters,,,,,,,,True,False,English
660,Datto,230038566.0,79987.0,51762.0,2511.0,635114.0,96009.0,5165111.0,True,True,English
661,NeverSayYesTwitch,208035247.0,151157.0,12443.0,1133.0,160514.0,166659.0,3502671.0,True,False,French
662,BeatportOfficial,205144199.0,30388.0,58234.0,6411.0,109752.0,136337.0,37693804.0,True,False,English
663,포셔 (portialyn),204114201.0,132527.0,4742.0,1350.0,35789.0,32185.0,3289802.0,True,False,Korean
664,케인 (kanetv8),,,,,,,,True,False,Korean
665,Sanchovies,194902487.0,150417.0,15175.0,1431.0,142917.0,139607.0,3984687.0,True,False,English
666,GhostFreak66,205752743.0,116429.0,115280.0,943.0,114565.0,85273.0,2789767.0,True,True,English
667,RTAinJapan,198863901.0,16936.0,38960.0,7773.0,65863.0,39340.0,2778274.0,True,False,Japanese
668,WankilStudio,203242960.0,19905.0,34199.0,8250.0,838358.0,235326.0,5777262.0,True,False,French
669,SLAKUN10,241846995.0,10818.0,34436.0,14310.0,2162858.0,1469986.0,6212514.0,True,False,Spanish
670,Monkeynews,187359261.0,174334.0,73559.0,1262.0,75228.0,52953.0,5100008.0,True,True,English
671,forever,209543573.0,37175.0,58227.0,4627.0,371660.0,318429.0,3570464.0,True,False,Portuguese
672,AlpTV,180556154.0,46285.0,27458.0,3530.0,551160.0,301663.0,6918402.0,True,False,Turkish
673,Crocodyle_lol,,,,,,,,True,True,French
674,WARDELL,,,,,,,,True,True,English
675,Tiagovski555YT,189240496.0,82685.0,11037.0,1686.0,262380.0,128470.0,5686436.0,True,False,Portuguese
676,Altair,178635607.0,170196.0,3368.0,1135.0,38430.0,16777.0,3691768.0,True,True,French
677,NiteNightKid,187986145.0,168395.0,35472.0,1494.0,32846.0,13562.0,1510690.0,True,True,English
678,fuslie,205434670.0,74161.0,46054.0,2162.0,294225.0,102115.0,9159363.0,True,False,English
679,Tyceno,,,,,,,,True,True,English
680,Faux,202038739.0,174996.0,19013.0,1112.0,268694.0,36371.0,3746023.0,True,False,English
681,RiotGamesTurkish,200143271.0,24062.0,35489.0,7327.0,814632.0,49421.0,10424970.0,True,False,Turkish
682,makataO,221539488.0,198385.0,11172.0,1074.0,403202.0,131941.0,9162920.0,True,False,Russian
683,Drjayfisto,192162110.0,164963.0,3521.0,1385.0,102621.0,42410.0,7012052.0,True,True,English
684,CarTmaNzbs,184186821.0,100062.0,8915.0,1745.0,425725.0,66491.0,16919536.0,True,False,Russian
685,Th3Antonio,179164121.0,68563.0,16282.0,3105.0,233197.0,97173.0,5511717.0,True,False,Spanish
686,BigEx,226382875.0,133559.0,17501.0,1427.0,127414.0,148419.0,2060386.0,True,False,English
687,BigSpinCR,184293603.0,121375.0,20315.0,2119.0,202631.0,84979.0,3807230.0,True,False,German
688,Maghla,188527011.0,90653.0,18906.0,2629.0,353536.0,198242.0,7743317.0,True,True,French
689,Becca,184806754.0,127761.0,12058.0,1730.0,348163.0,56967.0,6118298.0,True,False,English
690,SirhcEz,189827729.0,138713.0,6052.0,1067.0,706339.0,25743.0,3921508.0,True,False,English
691,twlevewinsHS,,,,,,,,True,False,English
692,코렛트 (collet11),208750420.0,154311.0,6017.0,1213.0,227708.0,64955.0,5595865.0,True,False,Korean
693,Zombie_Barricades,185850550.0,271620.0,5151.0,740.0,215267.0,61327.0,2351409.0,True,True,English
694,NBA2KLeague,191261151.0,28683.0,53048.0,4567.0,116945.0,33715.0,77539248.0,True,False,English
695,XBOCT,197815064.0,38383.0,17307.0,5397.0,201596.0,72836.0,6130720.0,True,False,Russian
696,shtan_udachi,174172308.0,90290.0,8986.0,1961.0,88185.0,18488.0,4679361.0,True,False,Russian
697,orslok,201192096.0,60597.0,19396.0,3199.0,340979.0,266039.0,5886382.0,True,False,Spanish
698,BRNWOWZK1,190644170.0,367948.0,6502.0,437.0,187586.0,83228.0,6049700.0,True,True,Portuguese
699,HellYeahPlay,197403201.0,129398.0,3627.0,1937.0,101981.0,34946.0,5626592.0,True,False,Russian
700,홍방장 (game2eye),188533451.0,119258.0,6427.0,1604.0,182916.0,24249.0,6224082.0,True,False,Korean
701,grafo,,,,,,,,True,False,Spanish
702,xTheSolutionTV,201593833.0,97912.0,16809.0,1920.0,353296.0,106065.0,3263246.0,True,False,German
703,Igromania,186275736.0,187387.0,6427.0,732.0,212352.0,13180.0,116694449.0,True,False,Russian
704,Back2Warcraft,176911457.0,110030.0,8349.0,1534.0,69969.0,21567.0,5928228.0,True,False,German
705,超負荷 (sam1268),175444198.0,36258.0,9608.0,5598.0,184091.0,19818.0,6182837.0,True,True,Chinese
706,10000DAYS,184118133.0,136666.0,12387.0,1342.0,332308.0,147538.0,12446158.0,True,False,Turkish
707,iProMx,,,,,,,,True,False,French
708,짬타수아 (zzamtiger0310),,,,,,,,True,False,Korean
709,GingiTV,195498964.0,94752.0,5811.0,1745.0,193225.0,35195.0,5905537.0,True,False,English
710,venruki,203450620.0,161448.0,15541.0,1429.0,286678.0,42794.0,7158935.0,True,False,English
711,Pimpeano,197419479.0,22997.0,35775.0,8963.0,883324.0,767590.0,4087902.0,True,True,Spanish
712,MatteoHS,188005681.0,160160.0,6154.0,1121.0,373245.0,221802.0,4686894.0,True,False,Italian
713,nugiyen,181797820.0,180354.0,7779.0,1079.0,127097.0,22978.0,4056277.0,True,False,English
714,HighDistortion,184579781.0,125804.0,24965.0,1611.0,1619328.0,81578.0,5337778.0,True,False,English
715,LuquEt4,,,,,,,,True,True,Portuguese
716,THump,189939538.0,107243.0,7963.0,1483.0,297973.0,110964.0,2182110.0,True,True,English
717,MaTaFe_,210943651.0,177232.0,11367.0,1193.0,102695.0,164330.0,4479715.0,True,True,English
718,rxnexus,190521490.0,118860.0,6620.0,1471.0,230500.0,22314.0,7094641.0,True,False,Russian
719,VaporaDark,178182187.0,80836.0,6348.0,2341.0,71150.0,26117.0,8556584.0,True,False,English
720,PaymoneyWubby,210917138.0,31027.0,15397.0,6426.0,305402.0,98699.0,2683056.0,True,False,English
721,RTGameCrowd,189237067.0,44428.0,14770.0,3850.0,897938.0,255846.0,3880941.0,True,False,English
722,다주 (dda_ju),195058829.0,114623.0,5885.0,1327.0,180899.0,56743.0,4426814.0,True,False,Korean
723,Bawkbasoup,203366494.0,135253.0,8084.0,920.0,118511.0,20548.0,2852106.0,True,True,English
724,견자희 (wkgml),177297854.0,78679.0,10341.0,2147.0,467057.0,130788.0,6978103.0,True,False,Korean
725,Werlyb,173237661.0,63714.0,45634.0,2695.0,190990.0,150841.0,6183520.0,True,False,Spanish
726,TSM_Hamlinz,189848264.0,14532.0,50587.0,15758.0,2127775.0,142771.0,2685460.0,True,False,English
727,DougisRaw,,,,,,,,True,True,English
728,Mmorpg,173265865.0,189535.0,5253.0,750.0,216975.0,16498.0,3683858.0,True,False,English
729,BreaK,168024672.0,146147.0,8310.0,1244.0,315694.0,15474.0,4135618.0,True,True,English
730,berkriptepe,170684076.0,35706.0,24491.0,3603.0,366155.0,337535.0,5873856.0,True,False,Turkish
731,Xposed,214521084.0,117936.0,7037.0,1669.0,306834.0,156062.0,2302866.0,True,True,English
732,무굴 (moogrr1211),192471663.0,238672.0,1930.0,736.0,41184.0,9315.0,3498087.0,True,False,Korean
733,BoarControlHS,188811073.0,186300.0,3839.0,1303.0,81084.0,43532.0,3169091.0,True,False,English
734,Dementardo,199434125.0,37416.0,13581.0,3863.0,534121.0,421555.0,2782601.0,True,False,Spanish
735,CrReaM,,,,,,,,True,True,English
736,Xiuder_,177353254.0,187327.0,16521.0,991.0,373300.0,351525.0,3239426.0,True,False,Italian
737,SmallAnt,169683866.0,98361.0,10705.0,1769.0,266849.0,236594.0,3363809.0,True,False,English
738,Naowh,,,,,,,,True,False,English
739,Tonton,,,,,,,,True,False,French
740,逼比 (bebelolz),193294133.0,67131.0,5601.0,2442.0,186840.0,22683.0,7986169.0,True,False,Chinese
741,踢虧 (takesipon),189592587.0,140413.0,9005.0,1506.0,47773.0,12108.0,4713401.0,True,False,Chinese
742,Vargskelethor,182236036.0,68494.0,6700.0,2442.0,328225.0,58866.0,2321283.0,True,True,English
743,핑맨 (95pingman),173054479.0,47952.0,26370.0,3113.0,192175.0,73879.0,3891183.0,True,False,Korean
744,LobosJr,177045065.0,182007.0,14914.0,919.0,358323.0,32889.0,4342204.0,True,True,English
745,ZONY,,,,,,,,True,False,Polish
746,Monstercat,226000311.0,550981.0,15140.0,335.0,844985.0,25195.0,4331591.0,True,False,English
747,k1ng,225142388.0,38306.0,55004.0,4441.0,575767.0,663651.0,7139963.0,True,False,Spanish
748,DuelLinksMeta,212441993.0,99873.0,5498.0,2243.0,87924.0,35445.0,6127812.0,True,False,English
749,Esports_Alliance,194045268.0,39316.0,27512.0,3742.0,111721.0,69309.0,8339847.0,True,False,Thai
750,lolesportsla,,,,,,,,True,False,Spanish
751,Vovo,179871465.0,157820.0,6841.0,1172.0,199087.0,73980.0,4008274.0,True,True,Portuguese
752,goncho,168876258.0,74134.0,18277.0,2642.0,318460.0,284280.0,6960816.0,True,True,Spanish
753,MenosTrece,171659097.0,114046.0,6441.0,1359.0,470422.0,201297.0,6126530.0,True,False,Spanish
754,swimstrim,165166395.0,126756.0,8563.0,1539.0,120224.0,49561.0,3070695.0,True,False,English
755,AnneMunition,171879783.0,106746.0,41656.0,1295.0,524589.0,69339.0,11691324.0,True,False,English
756,Reverse2k,174243350.0,188912.0,9684.0,1075.0,363526.0,160573.0,4411845.0,True,False,English
757,erobb221,174377776.0,100534.0,10936.0,2031.0,261919.0,80379.0,2658044.0,True,False,English
758,voicetv,194967675.0,520846.0,1828.0,259.0,3266.0,1379.0,4575165.0,True,False,Thai
759,FFearFFul,,,,,,,,True,False,Arabic
760,Cryaotic,191051825.0,103815.0,8166.0,1798.0,781271.0,27423.0,2483808.0,True,True,English
761,Dmitry_Lixxx,193370240.0,59404.0,29693.0,3108.0,271198.0,444864.0,9104898.0,True,False,Russian
762,Sweatcicle,187267032.0,165299.0,15560.0,945.0,114589.0,129865.0,2406737.0,True,True,English
763,tebtv,,,,,,,,True,False,English
764,_연두부_ (lovelyyeon),164362967.0,183498.0,3700.0,1057.0,124593.0,91305.0,5732099.0,True,False,Korean
765,pankylol,168317950.0,51032.0,15203.0,3273.0,297057.0,125412.0,8674900.0,True,False,Turkish
766,Alkaizerx,169693798.0,122674.0,10597.0,1549.0,189355.0,21661.0,3525651.0,True,True,English
767,hastad,164172231.0,87508.0,10328.0,2017.0,820207.0,138910.0,5046194.0,True,False,Portuguese
768,미라지 (mirage720),,,,,,,,True,False,Korean
769,Tanxlive,169955742.0,198215.0,5811.0,744.0,223694.0,35844.0,7382107.0,True,True,Thai
770,Rogue,175390976.0,156879.0,5586.0,1384.0,116856.0,141104.0,2592980.0,True,False,English
771,easywithaces,,,,,,,,True,True,English
772,BeyondTheSummit_PT2,204958255.0,115568.0,147755.0,836.0,230072.0,154353.0,4863928.0,True,False,Portuguese
773,CarritosKami,174188447.0,117582.0,16619.0,1948.0,170974.0,84472.0,7658669.0,True,False,Spanish
774,dizzy,,,,,,,,True,True,English
775,EAMaddenNFL,162167506.0,21317.0,54624.0,4842.0,208593.0,78164.0,7035163.0,True,False,English
776,TobiasFate,188325499.0,137091.0,4789.0,1152.0,419298.0,38617.0,6273703.0,True,False,English
777,PUBG,194143962.0,37430.0,37929.0,5783.0,624584.0,87741.0,5050293.0,True,False,English
778,BananaSlamJamma,180119901.0,143968.0,5187.0,1680.0,192684.0,27465.0,2560094.0,True,True,English
779,Dyrus,163378788.0,150462.0,10364.0,1218.0,1421464.0,90.0,3786855.0,True,True,English
780,Mushway,177717170.0,63845.0,8971.0,2881.0,300150.0,283471.0,4138682.0,True,False,French
781,bazattak007,169144005.0,100398.0,12987.0,1927.0,375040.0,341869.0,5221252.0,True,False,Spanish
782,IFrostBolt,184933119.0,183039.0,4807.0,878.0,185443.0,116159.0,2913516.0,True,False,English
783,Kandyland,161103041.0,94443.0,8925.0,1733.0,358557.0,188661.0,15392782.0,True,True,English
784,감블러 (9ambler),174577807.0,94981.0,11779.0,1293.0,151331.0,67588.0,3797947.0,True,False,Korean
785,Sco,167830276.0,66838.0,17395.0,2260.0,404490.0,27677.0,11092150.0,True,False,English
786,ProfessorBroman,,,,,,,,True,True,English
787,Paoloidolo,159185365.0,131972.0,7701.0,1043.0,213696.0,59056.0,4762079.0,True,False,Italian
788,1PVCS,,,,,,,,True,False,French
789,강퀴 (kangqui),171314962.0,137644.0,10992.0,1307.0,61613.0,18462.0,4027974.0,True,False,Korean
790,AkTep,172151917.0,103078.0,6975.0,1597.0,269856.0,40123.0,5240642.0,True,True,Russian
791,햇살살 (hatsalsal),169622513.0,130993.0,4071.0,1425.0,61501.0,23912.0,5742056.0,True,False,Korean
792,PardonMyTake,183890841.0,28775.0,130260.0,7749.0,160063.0,175215.0,3808582.0,True,False,English
793,Sweet_Anita,170719370.0,69942.0,19442.0,2885.0,724750.0,596648.0,8042719.0,True,True,English
794,Draineo,,,,,,,,True,False,English
795,Cerbero_Podcast,,,,,,,,True,False,Italian
796,cellinrj,212802748.0,93734.0,6486.0,1990.0,215616.0,144691.0,3683849.0,True,True,Portuguese
797,SkyshockTV,166194840.0,98753.0,7297.0,1644.0,149632.0,35158.0,3672946.0,True,False,Spanish
798,Evangelion0,172254434.0,109102.0,8709.0,1889.0,136715.0,26145.0,3946631.0,True,False,Spanish
799,AnthonyZ,171339323.0,129373.0,8418.0,1371.0,186895.0,18927.0,3049166.0,True,False,English
800,mokrivskyi,187810862.0,32422.0,23428.0,5676.0,310347.0,247307.0,9982060.0,False,False,Russian
801,CaMaK,186428799.0,90025.0,9872.0,2172.0,159908.0,6138.0,3054339.0,True,True,French
802,Uthenera,169503176.0,77965.0,10630.0,1568.0,403516.0,100048.0,5428216.0,True,False,Turkish
803,Corobizar,160601969.0,89772.0,12002.0,1640.0,290636.0,73148.0,4361147.0,True,False,French
804,roflgator,165159257.0,124081.0,13626.0,1246.0,108003.0,41974.0,1515866.0,True,True,English
805,QuarterJade,163767161.0,65489.0,10290.0,1743.0,246982.0,100149.0,4672758.0,True,False,English
806,kutcherlol,160982636.0,144128.0,7615.0,1323.0,195644.0,39197.0,5070634.0,True,False,German
807,DieHahn,194533650.0,140780.0,7107.0,1355.0,194346.0,49745.0,3949210.0,True,True,German
808,chowh1,,,,,,,,True,True,French
809,cacho01,163143919.0,55497.0,18695.0,2015.0,261635.0,269929.0,3010547.0,True,False,Spanish
810,natalan,160793432.0,61483.0,9066.0,2502.0,591049.0,469824.0,2870075.0,True,True,Spanish
811,DreamHackDota2_RU,175476484.0,7446.0,98798.0,24540.0,154278.0,31929.0,3756205.0,True,False,Russian
812,DuendePablo,207511810.0,158716.0,9995.0,1029.0,646928.0,130667.0,5689397.0,True,False,Spanish
813,小夜夜 (albislol),177991233.0,233908.0,4828.0,729.0,147509.0,12870.0,5300190.0,True,True,Chinese
814,UCCleague,159950289.0,193588.0,16309.0,1277.0,241036.0,45810.0,11540663.0,True,False,Russian
815,貝克 (slrabbit99),166725939.0,143862.0,5863.0,1203.0,104928.0,2691.0,5802708.0,True,True,Chinese
816,Stewie2K,190277302.0,24804.0,23975.0,4271.0,1058505.0,302574.0,6464049.0,True,True,English
817,jorbs,195912219.0,126913.0,3854.0,1195.0,72675.0,21202.0,1458393.0,True,False,English
818,BlackFIreIce,,,,,,,,True,False,Polish
819,kurt0411,171659077.0,38501.0,23761.0,3850.0,104409.0,119418.0,2576294.0,True,False,English
820,Herdyn,164659167.0,141308.0,5012.0,1005.0,319476.0,78996.0,7038083.0,True,True,Czech
821,Frankkaster,151702454.0,38766.0,41918.0,4238.0,921476.0,372310.0,7091431.0,True,True,Spanish
822,SayNoToRage,158519433.0,149243.0,7607.0,859.0,190659.0,20280.0,2011016.0,True,False,English
823,MiltonTPike1,153481609.0,106456.0,10820.0,1630.0,166506.0,24459.0,2577268.0,True,False,English
824,H0llyLP,198765291.0,134393.0,4733.0,1008.0,177551.0,13188.0,4015330.0,True,True,German
825,MarkitoNavaja,,,,,,,,True,False,Spanish
826,RobertoCein,154704803.0,119257.0,13129.0,1272.0,1075496.0,466886.0,2927270.0,True,True,Spanish
827,KVYZEE,174555666.0,186278.0,8861.0,771.0,122891.0,73586.0,8357191.0,True,False,Russian
828,MarketTradersTV,171481397.0,572427.0,1453.0,374.0,26156.0,10888.0,1125542.0,True,False,English
829,Flambass,151490602.0,154942.0,5617.0,1174.0,48007.0,22610.0,2960313.0,True,True,English
830,Aa9skillz,158920952.0,49820.0,11551.0,3016.0,438753.0,120512.0,2382233.0,True,False,English
831,Limmy,189651561.0,101274.0,7457.0,1746.0,182824.0,145186.0,2896562.0,True,True,English
832,SparkofPhoenixTV,172589442.0,99514.0,12805.0,1303.0,331246.0,208979.0,4873839.0,True,False,German
833,kyliebitkin,,,,,,,,True,True,English
834,CoconutB,152998565.0,127569.0,4644.0,1237.0,223605.0,70264.0,3622930.0,True,True,English
835,FanHOTS,169632115.0,141247.0,2217.0,1132.0,65526.0,24133.0,2720049.0,True,False,English
836,Pelegrino1993,148784894.0,158895.0,6395.0,1207.0,73716.0,73380.0,1782940.0,True,False,Portuguese
837,Killars,186821619.0,217758.0,3488.0,750.0,54076.0,13412.0,1839410.0,True,False,English
838,Weak3n,151898766.0,122604.0,2990.0,1234.0,212801.0,30543.0,5343930.0,True,False,English
839,Tourva,,,,,,,,True,True,English
840,wintergaming,149774837.0,226610.0,7070.0,803.0,239635.0,18797.0,3685301.0,True,False,English
841,Vicens,172093074.0,26948.0,23228.0,6411.0,761423.0,703298.0,4565253.0,True,False,Spanish
842,PainLivestream,149179930.0,90942.0,18160.0,1415.0,455271.0,104591.0,2720127.0,True,True,German
843,monkeys_forever,155564610.0,83917.0,5608.0,1256.0,77711.0,30405.0,2321261.0,True,False,English
844,Kaydop,160204482.0,66083.0,19793.0,2431.0,186653.0,113711.0,3393317.0,True,False,French
845,しゃるる (syaruru3),199692977.0,112243.0,4254.0,1199.0,33946.0,9113.0,3201015.0,True,False,Japanese
846,primeleague,173219071.0,30678.0,19404.0,4689.0,85208.0,67341.0,5946925.0,True,False,German
847,LRojo_,150103578.0,122522.0,13079.0,1333.0,88748.0,104739.0,4953081.0,True,False,Spanish
848,trihex,167168828.0,144891.0,18473.0,1179.0,333687.0,33988.0,7142550.0,True,True,English
849,Spaceboy,183088437.0,161565.0,11846.0,1116.0,152971.0,27653.0,2960330.0,True,True,English
